bandits,model,algorithm,prompt_type,standard_deviation,accuracy,game,model_prompt_name
"[<__main__.GaussianBandit object at 0x00000276DC7C9690>, <__main__.GaussianBandit object at 0x00000276DC7CA590>, <__main__.GaussianBandit object at 0x00000276DC7CB2D0>]",gpt-4,intuitive,singletoken,30,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC7C87D0>, <__main__.GaussianBandit object at 0x00000276DC7C8150>, <__main__.GaussianBandit object at 0x00000276DC7CB890>]",gpt-4,intuitive,singletoken,32,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC7CABD0>, <__main__.GaussianBandit object at 0x00000276DC7C98D0>, <__main__.GaussianBandit object at 0x00000276DC7CB190>]",gpt-4,intuitive,singletoken,34,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC7CB5D0>, <__main__.GaussianBandit object at 0x00000276DC7CA6D0>, <__main__.GaussianBandit object at 0x00000276DC7CAA10>]",gpt-4,intuitive,singletoken,36,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC7C8350>, <__main__.GaussianBandit object at 0x00000276DC7C9A10>, <__main__.GaussianBandit object at 0x00000276DC7C8190>]",gpt-4,intuitive,singletoken,38,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC7CA050>, <__main__.GaussianBandit object at 0x00000276DC7CAD10>, <__main__.GaussianBandit object at 0x00000276DC7CB450>]",gpt-4,intuitive,singletoken,40,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC7CA890>, <__main__.GaussianBandit object at 0x00000276DC7C8110>, <__main__.GaussianBandit object at 0x00000276DC7C9050>]",gpt-4,intuitive,singletoken,42,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC7CAE90>, <__main__.GaussianBandit object at 0x00000276DC7C9650>, <__main__.GaussianBandit object at 0x00000276DC7C99D0>]",gpt-4,intuitive,singletoken,44,0.6666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC7C9B10>, <__main__.GaussianBandit object at 0x00000276DC7CB6D0>, <__main__.GaussianBandit object at 0x00000276DC7CA1D0>]",gpt-4,intuitive,singletoken,46,0.5833333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC7CB310>, <__main__.GaussianBandit object at 0x00000276DC7CA350>, <__main__.GaussianBandit object at 0x00000276DC7C9590>]",gpt-4,intuitive,singletoken,48,0.5833333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC775510>, <__main__.GaussianBandit object at 0x00000276DC777F10>, <__main__.GaussianBandit object at 0x00000276DC774210>]",gpt-4,greedy,singletoken,20,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC777750>, <__main__.GaussianBandit object at 0x00000276DC776F10>, <__main__.GaussianBandit object at 0x00000276DC7741D0>]",gpt-4,greedy,singletoken,22,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC776C10>, <__main__.GaussianBandit object at 0x00000276DC7746D0>, <__main__.GaussianBandit object at 0x00000276DC776890>]",gpt-4,greedy,singletoken,24,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC775050>, <__main__.GaussianBandit object at 0x00000276DC776210>, <__main__.GaussianBandit object at 0x00000276DC775390>]",gpt-4,greedy,singletoken,26,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC776DD0>, <__main__.GaussianBandit object at 0x00000276DC775CD0>, <__main__.GaussianBandit object at 0x00000276DC777B90>]",gpt-4,greedy,singletoken,28,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC777BD0>, <__main__.GaussianBandit object at 0x00000276DC777390>, <__main__.GaussianBandit object at 0x00000276DC775290>]",gpt-4,greedy,singletoken,30,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC776E10>, <__main__.GaussianBandit object at 0x00000276DC777050>, <__main__.GaussianBandit object at 0x00000276DC777550>]",gpt-4,greedy,singletoken,32,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC774710>, <__main__.GaussianBandit object at 0x00000276DC776C50>, <__main__.GaussianBandit object at 0x00000276DC777D90>]",gpt-4,greedy,singletoken,34,0.08333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC776410>, <__main__.GaussianBandit object at 0x00000276DC774F50>, <__main__.GaussianBandit object at 0x00000276DC776250>]",gpt-4,greedy,singletoken,36,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC776090>, <__main__.GaussianBandit object at 0x00000276DC7762D0>, <__main__.GaussianBandit object at 0x00000276DC774150>]",gpt-4,greedy,singletoken,38,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC776E50>, <__main__.GaussianBandit object at 0x00000276DC777190>, <__main__.GaussianBandit object at 0x00000276DC774A50>]",gpt-4,greedy,singletoken,40,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DD0B3CD0>, <__main__.GaussianBandit object at 0x00000276DD0B2310>, <__main__.GaussianBandit object at 0x00000276DD0B3490>]",gpt-4,greedy,singletoken,42,0.08333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DD0B29D0>, <__main__.GaussianBandit object at 0x00000276DD0B2010>, <__main__.GaussianBandit object at 0x00000276DD0B1CD0>]",gpt-4,greedy,singletoken,44,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DD0B2F50>, <__main__.GaussianBandit object at 0x00000276DD0B2E50>, <__main__.GaussianBandit object at 0x00000276DD0B1D90>]",gpt-4,greedy,singletoken,46,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DD0B0AD0>, <__main__.GaussianBandit object at 0x00000276DD0B3DD0>, <__main__.GaussianBandit object at 0x00000276DD0B1C10>]",gpt-4,greedy,singletoken,48,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DD0B2110>, <__main__.GaussianBandit object at 0x00000276DD0B2C50>, <__main__.GaussianBandit object at 0x00000276DD0B2A50>]",gpt-4,ucb,singletoken,20,0.75,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DD0B2510>, <__main__.GaussianBandit object at 0x00000276DD0B2750>, <__main__.GaussianBandit object at 0x00000276DD0B0C50>]",gpt-4,ucb,singletoken,22,0.75,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DD0B2610>, <__main__.GaussianBandit object at 0x00000276DD0B26D0>, <__main__.GaussianBandit object at 0x00000276DD0B2DD0>]",gpt-4,ucb,singletoken,24,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DD0B2FD0>, <__main__.GaussianBandit object at 0x00000276DD0B1750>, <__main__.GaussianBandit object at 0x00000276DD0B1550>]",gpt-4,ucb,singletoken,26,0.6666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DD0B3110>, <__main__.GaussianBandit object at 0x00000276DD0B3E10>, <__main__.GaussianBandit object at 0x00000276DD0B22D0>]",gpt-4,ucb,singletoken,28,0.75,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DD0B15D0>, <__main__.GaussianBandit object at 0x00000276DD0B3B10>, <__main__.GaussianBandit object at 0x00000276DD0B3510>]",gpt-4,ucb,singletoken,30,0.75,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DD0B0150>, <__main__.GaussianBandit object at 0x00000276DD0B1E50>, <__main__.GaussianBandit object at 0x00000276DD0B3C10>]",gpt-4,ucb,singletoken,32,0.6666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DE432F10>, <__main__.GaussianBandit object at 0x00000276DE433B10>, <__main__.GaussianBandit object at 0x00000276DE430190>]",gpt-4,ucb,singletoken,34,0.4166666666666667,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DE4318D0>, <__main__.GaussianBandit object at 0x00000276DE4331D0>, <__main__.GaussianBandit object at 0x00000276DE432390>]",gpt-4,ucb,singletoken,36,0.6666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DE432E10>, <__main__.GaussianBandit object at 0x00000276DE431890>, <__main__.GaussianBandit object at 0x00000276DE4322D0>]",gpt-4,ucb,singletoken,38,0.3333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DE4326D0>, <__main__.GaussianBandit object at 0x00000276DE432890>, <__main__.GaussianBandit object at 0x00000276DE432450>]",gpt-4,ucb,singletoken,40,0.5,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DE432690>, <__main__.GaussianBandit object at 0x00000276DE431810>, <__main__.GaussianBandit object at 0x00000276DE432DD0>]",gpt-4,ucb,singletoken,42,0.75,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DE431290>, <__main__.GaussianBandit object at 0x00000276DE432A50>, <__main__.GaussianBandit object at 0x00000276DE431190>]",gpt-4,ucb,singletoken,44,0.6666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DE4321D0>, <__main__.GaussianBandit object at 0x00000276DE430B10>, <__main__.GaussianBandit object at 0x00000276DE430910>]",gpt-4,ucb,singletoken,46,0.6666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DE4317D0>, <__main__.GaussianBandit object at 0x00000276DE431CD0>, <__main__.GaussianBandit object at 0x00000276DE433E50>]",gpt-4,ucb,singletoken,48,0.5,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DD0C9850>, <__main__.GaussianBandit object at 0x00000276DD0C8C10>, <__main__.GaussianBandit object at 0x00000276DD0CA8D0>]",gpt-4,random,cot,50,0.3333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DE6BE990>, <__main__.GaussianBandit object at 0x00000276DE6BF250>, <__main__.GaussianBandit object at 0x00000276DE6BE9D0>]",gpt-4,random,cot,52,0.5,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DD69B6D0>, <__main__.GaussianBandit object at 0x00000276DD698510>, <__main__.GaussianBandit object at 0x00000276DD698850>]",gpt-4,random,cot,54,0.25,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DD093DD0>, <__main__.GaussianBandit object at 0x00000276DD0914D0>, <__main__.GaussianBandit object at 0x00000276DD090350>]",gpt-4,random,cot,56,0.3333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276E013E850>, <__main__.GaussianBandit object at 0x00000276E013CC10>, <__main__.GaussianBandit object at 0x00000276E013F390>]",gpt-4,random,cot,58,0.3333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC63B790>, <__main__.GaussianBandit object at 0x00000276DE6815D0>, <__main__.GaussianBandit object at 0x00000276DE681550>]",gpt-4,random,cot,60,0.25,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC69AE10>, <__main__.GaussianBandit object at 0x00000276DC698C90>, <__main__.GaussianBandit object at 0x00000276DC698F10>]",gpt-4,intuitive,cot,50,0.5,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DD1D5F90>, <__main__.GaussianBandit object at 0x00000276DE45DDD0>, <__main__.GaussianBandit object at 0x00000276DE45C350>]",gpt-4,intuitive,cot,52,0.4166666666666667,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DCF1CFD0>, <__main__.GaussianBandit object at 0x00000276DCF1DBD0>, <__main__.GaussianBandit object at 0x00000276DCF1EB90>]",gpt-4,intuitive,cot,54,0.5833333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DDD30950>, <__main__.GaussianBandit object at 0x00000276DDD33610>, <__main__.GaussianBandit object at 0x00000276DDD31A10>]",gpt-4,intuitive,cot,56,0.4166666666666667,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DDD33150>, <__main__.GaussianBandit object at 0x00000276DDD30ED0>, <__main__.GaussianBandit object at 0x00000276DDD335D0>]",gpt-4,intuitive,cot,58,0.5,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DDD32CD0>, <__main__.GaussianBandit object at 0x00000276DDD30D90>, <__main__.GaussianBandit object at 0x00000276DDD31D10>]",gpt-4,intuitive,cot,60,0.4166666666666667,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DD602D50>, <__main__.GaussianBandit object at 0x00000276DD601E50>, <__main__.GaussianBandit object at 0x00000276DD600F90>]",gpt-4,greedy,cot,50,0.08333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DE6F7F10>, <__main__.GaussianBandit object at 0x00000276DE6F5BD0>, <__main__.GaussianBandit object at 0x00000276DE6F7D50>]",gpt-4,greedy,cot,52,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DE6F78D0>, <__main__.GaussianBandit object at 0x00000276DE6F5990>, <__main__.GaussianBandit object at 0x00000276DE6F71D0>]",gpt-4,greedy,cot,54,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DE6F6950>, <__main__.GaussianBandit object at 0x00000276DE6F6810>, <__main__.GaussianBandit object at 0x00000276DE6F6790>]",gpt-4,greedy,cot,56,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DE6F7550>, <__main__.GaussianBandit object at 0x00000276DE6F4090>, <__main__.GaussianBandit object at 0x00000276DE6F6050>]",gpt-4,greedy,cot,58,0.75,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DE6F7C10>, <__main__.GaussianBandit object at 0x00000276DE6F45D0>, <__main__.GaussianBandit object at 0x00000276DE6F6C10>]",gpt-4,greedy,cot,60,0.75,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276E0154DD0>, <__main__.GaussianBandit object at 0x00000276E0154490>, <__main__.GaussianBandit object at 0x00000276E0157B90>]",gpt-4,ucb,cot,50,0.25,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276E0156610>, <__main__.GaussianBandit object at 0x00000276E0154C10>, <__main__.GaussianBandit object at 0x00000276E0157950>]",gpt-4,ucb,cot,52,0.75,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276E0155450>, <__main__.GaussianBandit object at 0x00000276E0155D50>, <__main__.GaussianBandit object at 0x00000276E0154090>]",gpt-4,ucb,cot,54,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DD243950>, <__main__.GaussianBandit object at 0x00000276DD2423D0>, <__main__.GaussianBandit object at 0x00000276DD242910>]",gpt-4,ucb,cot,56,0.75,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276E091E5D0>, <__main__.GaussianBandit object at 0x00000276E091FD50>, <__main__.GaussianBandit object at 0x00000276E091FED0>]",gpt-4,ucb,cot,58,0.75,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276E091DAD0>, <__main__.GaussianBandit object at 0x00000276E091E310>, <__main__.GaussianBandit object at 0x00000276E091E990>]",gpt-4,ucb,cot,60,0.5833333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276E0222AD0>, <__main__.GaussianBandit object at 0x00000276E0220950>, <__main__.GaussianBandit object at 0x00000276E0221E90>]",gpt-4,random,singletoken,50,0.3333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276E0220F10>, <__main__.GaussianBandit object at 0x00000276E0222390>, <__main__.GaussianBandit object at 0x00000276E0220F90>]",gpt-4,random,singletoken,52,0.4166666666666667,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276E02230D0>, <__main__.GaussianBandit object at 0x00000276E0221D50>, <__main__.GaussianBandit object at 0x00000276E02204D0>]",gpt-4,random,singletoken,54,0.16666666666666666,game data removed to save disk size,
